id	label	statement	subjects	speaker	job_title	state	party	barely_true	false	half_true	mostly_true	pants_on_fire	context
11205.json	half-true	Says if the (Iran nuclear) deal gets rejected, they still get $150 billion.	foreign-policy,nuclear	donald-trump	President-Elect	New York	republican	63.0	114.0	51.0	37.0	61.0	"an interview on ""Meet the Press"""
4369.json	true	A national study of 2,500 charter schools shows that maybe 20 percent do better than the community public schools, 40 percent or so do worse and the rest are not having any significant difference.	education	james-parisi	Lobbyst for the Rhode Island Federation of Teachers and Health Professionals	Rhode Island	labor-leader	0.0	0.0	0.0	0.0	0.0	a TV news show
7097.json	half-true	Says 40 years ago, the U.S. placed Texas under Voting Rights Act for failing to print ballots in Spanish.	civil-rights,elections	terral-smith			republican	0.0	0.0	1.0	0.0	0.0	an opinion column in the Austin American-Statesman
1999.json	true	I have spent virtually every weekend since Memorial Day in the Panhandle.	oil-spill	charlie-crist		Florida	democrat	15.0	9.0	20.0	19.0	2.0	a speech at the Florida Association of Counties conference
5752.json	true	Says opponent Ted Cruz has not led businesses.	candidates-biography	tom-leppert	Businessman	Texas	republican	0.0	1.0	0.0	1.0	0.0	a Republican US Senate debate at WFAA-TV, Channel 8, in Dallas.
9977.json	false	This Congressadjourned earliest of any time in congressional history before an election.	congress,elections,history	laura-ingraham	Political commentator and radio talk show host		none	2.0	5.0	1.0	0.0	1.0	"comments on ABC's ""This Week"""
12106.json	false	We have ten different tax brackets and if youre making $9,000, youre already in the top tax bracket.	taxes	eric-greitens	gubernatorial candidate	Missouri	republican	1.0	1.0	2.0	1.0	0.0	a gubernatorial debate
11084.json	half-true	Texas still owns all of its public lands. If the federal govt wants to create a park, they must ask permission!	history,recreation,states	glenn-hegar	Farmer	Texas	republican	0.0	1.0	1.0	1.0	0.0	a tweet
8724.json	true	Granite Staters who hold individual policies from Anthem...can indeed renew their policies and keep their current doctors and hospitals in 2014.	health-care	carol-shea-porter	Retired social worker	New Hampshire	democrat	1.0	0.0	1.0	1.0	0.0	a press release
10240.json	false	In the 2014 elections, the American people overwhelmingly said we dont want Obamacare and we dont want amnesty.	health-care,immigration,polls	ted-cruz	Senator	Texas	republican	36.0	33.0	15.0	19.0	8.0	an interview on Fox News
6071.json	half-true	As governor of Massachusetts, Romney reduced unemployment to just 4.7 percent.	economy,history,jobs,message-machine-2012,states	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	a campaign ad
250.json	half-true	He's a good man but he's a pro-life liberal. He's right on the pro-life part, but he's a liberal.	candidates-biography	fred-thompson	Actor	Tennessee	republican	1.0	4.0	3.0	3.0	0.0	a Nashville radio interview.
7407.json	true	Collectively states are spending more on Medicaid than they do on K-12 education.	education,medicaid,state-budget	eric-cantor	House Majority Leader	Virginia	republican	9.0	6.0	4.0	4.0	4.0	a speech.
10687.json	true	Did you know that the U.S. is one of the very few nations in the world without an official language?	legal-issues	randy-forbes	Representative	Virginia	republican	1.0	0.0	4.0	3.0	0.0	a blog.
5627.json	true	Says you need a photo ID to purchase Sudafed in Texas.	elections,legal-issues	rick-perry	Governor	Texas	republican	30.0	30.0	42.0	23.0	18.0	a Fox News interview.
9479.json	false	Says 11 soccer players on the U.S. Mens National Team are immigrants.	immigration,sports	nancy-pelosi	House Minority Leader	California	democrat	3.0	7.0	11.0	2.0	3.0	a tweet
6645.json	true	Under President Barack Obamas leadership, since June 2009, (the auto) industry has added a quarter of a million jobs.	jobs	bob-king	President of the UAW	Michigan	none	0.0	0.0	0.0	0.0	0.0	a speech to the Democratic National Convention in Charlotte, N.C.
10075.json	half-true	The Greenlight Pinellas 1-cent sales tax is permanent, we never get to vote on this again.	taxes,transportation	no-tax-tracks			organization	0.0	2.0	2.0	0.0	0.0	an email newsletter
11469.json	false	On receiving campaign contributions from out-of-state donors	campaign-finance	russ-feingold		Wisconsin	democrat	2.0	4.0	7.0	5.0	1.0	an interview
7027.json	half-true	Says Connie Mack initially said he would have voted yes for the Paul Ryan budget plan, and then, you said it was stupid and you would vote no. And then your folks corrected you, and you changed your position again, yes.	candidates-biography,federal-budget	bill-nelson		Florida	democrat	3.0	1.0	8.0	10.0	0.0	a U.S. Senate debate
1651.json	half-true	''Both Democrats and Republicans are advocating for the use of student test scores to measure teacher effectiveness.''	bipartisanship,education	foundation-floridas-future		Florida	republican	0.0	0.0	1.0	0.0	0.0	a press release
13382.json	false	Says Ohios I-X Center used to be a great plant, but thousands of people of worked here, and they left when their jobs were moved overseas.	corrections-and-updates,jobs	donald-trump	President-Elect	New York	republican	63.0	114.0	51.0	37.0	61.0	a rally outside Cleveland
200.json	true	In the African-American community today, 68 percent of kids born are born out of wedlock.	families	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	St. Petersburg, Fla.
4268.json	true	Says GOP recall challenger Kim Simac was delinquent paying her property taxes eight of the last nine years.	taxes	greater-wisconsin-political-fund		Wisconsin	none	3.0	3.0	3.0	1.0	1.0	a television ad
1174.json	false	The Obama Administration's own White House Council of Economic Advisers has estimated 4.7 million Americans will lose their jobs if the (health care) bill passes.	health-care,taxes	john-carter	U.S. House of Representatives	Texas	republican	0.0	3.0	1.0	2.0	2.0	a column by the Texas Republican on the Web site of the Christian Coalition of America
4663.json	half-true	Our president has labeled Americans as soft.	economy	rick-perry	Governor	Texas	republican	30.0	30.0	42.0	23.0	18.0	an online video
417.json	false	"Obama ""has no experience or background at all in national security affairs."""	foreign-policy	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	"interview on MSNBC's ""Morning Joe"" "
2168.json	true	(Bill) McCollum also voted for numerous amendments to weaken the legislation, even voting to make trains less accessible to those in wheelchairs.	disability	florida-democratic-party		Florida	democrat	5.0	4.0	4.0	5.0	3.0	a press release
10896.json	half-true	There is not a single documented case of abuse of the bulk metadata collectionprogram.	homeland-security,terrorism	marco-rubio	U.S. Senator	Florida	republican	33.0	24.0	32.0	35.0	5.0	a USA Today op-ed
7822.json	half-true	The state of Georgia lost 16 percent of its employees last year, and that percentage has risen over the past three years.	jobs,workers	nathan-deal			republican	9.0	5.0	11.0	11.0	0.0	a speech
5096.json	false	Ballistic tests have confirmed that the death of at least one U.S. Border Patrol agent was caused by weapons that were part of a federal arms trafficking operation.	criminal-justice,guns	david-dewhurst	Lieutenant governor	Texas	republican	8.0	8.0	10.0	5.0	5.0	a post on his campaign website
6935.json	half-true	Says President Obama waited two weeks to call the attack in Libya terror.	corrections-and-updates,debates,foreign-policy,terrorism	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	the second presidential debate
1625.json	half-true	"In Cover Florida ""thousands already enrolled and climbing."""	health-care	charlie-crist		Florida	democrat	15.0	9.0	20.0	19.0	2.0	a radio ad
3234.json	false	The Muslim Brotherhood has openly stated they want to declare war on Israel.	foreign-policy,israel,pundits,terrorism	glenn-beck			none	5.0	7.0	7.0	2.0	6.0	a comment on his television show
10812.json	true	Wisconsins non-discrimination law doesnt protect members of the trans-gender community.	civil-rights,gays-and-lesbians,housing,legal-issues,sexuality,workers	jason-rae			democrat	0.0	0.0	0.0	0.0	0.0	an interview
3740.json	half-true	Virginia ranked near the bottom of the nation 50 years ago in per capita income but is in the top 10 today. It had a very low rate of higher education attainment but is now above the national average.	education	tim-kaine	U.S. Senator	Virginia	democrat	8.0	3.0	15.0	15.0	0.0	a TV interview.
8480.json	false	This is the year Florida becomes a majority minority state.	census,diversity	alan-grayson	U.S. House of Representatives	Florida	democrat	6.0	5.0	4.0	11.0	1.0	a speech to the Florida Democratic Party
2774.json	half-true	On toll roads.	state-budget,transportation	scott-walker	Milwaukee County Executive	Wisconsin	republican	26.0	41.0	32.0	40.0	11.0	an interview on toll roads as an option for state highways
6025.json	half-true	Says Tom Barrett plans to spend $100 million on a trolley that goes barely two miles on the east side of Milwaukee.	city-government,economy,transportation	scott-walker	Milwaukee County Executive	Wisconsin	republican	26.0	41.0	32.0	40.0	11.0	a debate
