sentence_A	sentence_B	entailment_label	label_enc
The man is doing a handstand on the wet shore at the edge of the water at the beach	The man is doing a handstand on the wet sand at the edge of the water at the beach	ENTAILMENT	1
A man is diving into a pool	A man is diving into the water	ENTAILMENT	1
A little boy in a pink shirt is running under a tree in the desert	The little girl in a pink shirt is running under a tree in the desert	NEUTRAL	2
An animal is biting a person's finger	An animal is biting someone's finger	ENTAILMENT	1
The lady is holding the paintbrush next to the artist's easel 	There is no lady holding the paintbrush next to the artist's easel 	CONTRADICTION	0
A man is sitting comfortably at a table	A man wearing a dyed black shirt is sitting at the table and laughing	NEUTRAL	2
Different teams are playing football on a field	There is no team playing soccer	NEUTRAL	2
A woman is skiing down a hill and over a red obstacle	A man is snowboarding down a railing in the snow	NEUTRAL	2
There is no man on a boat in front of the sunset	A man is on a boat in front of the sunset	CONTRADICTION	0
Some people are treading through the snow of the landscape which is beautiful and snowy	Some people are treading through the snow of the beautiful snowy landscape	ENTAILMENT	1
There is no woman beating two eggs in a bowl and using a whisk made of wire	A man wearing a dyed black shirt is sitting at the table and laughing	NEUTRAL	2
Nobody is cooking okra in a pan	Someone is boiling okra in a pot	NEUTRAL	2
The girl is sitting on the couch and is crocheting	The girl is sitting on the sofa and crocheting	ENTAILMENT	1
A waterfall is flowing out of a shallow pool	A waterfall is flowing into a shallow pool	NEUTRAL	2
A young boy is jumping into water	A young kid is jumping into water	ENTAILMENT	1
Two young women are sparring in a kickboxing fight	Two women are sparring in a kickboxing match	ENTAILMENT	1
A black dog is approaching a golden dog on pebbly beach	Two dogs are playing on a sandy beach	NEUTRAL	2
The dog is running through the wet sand	A dog is running on the sea shore	NEUTRAL	2
A baby rhino is walking around a pen with its mother	A mother is giving the baby a pen with a walking rhino on it	NEUTRAL	2
There is no guinea pig eating a carrot	A guinea pig is eating a carrot	CONTRADICTION	0
A man is riding a motorcycle	A man is getting off the motorcycle	NEUTRAL	2
A man is playing the guitar	Someone is playing the guitar	ENTAILMENT	1
A dog with a blue collar is playing with the ball in the garden	A dog with a blue collar is playing with the ball outside	ENTAILMENT	1
A young man in a white shirt and gold and black hat is sitting with crossed legs	There is no girl playing the violin on a beach	NEUTRAL	2
Two men are talking	Two people are talking	ENTAILMENT	1
A shirtless man is escorting a horse that is pulling a carriage along a paved road	A shirtless woman is leading a horse that is pulling a carriage	NEUTRAL	2
A shirtless man is leading a horse that is pulling a carriage	A shirtless man is leading a carriage that is being pulled by a horse	ENTAILMENT	1
A woman is skiing down a hill and over a red obstacle	A man is skiing down a hill and over a red obstacle	NEUTRAL	2
A man is speaking about the stage	A man is speaking on a stage	NEUTRAL	2
A man is carefully climbing a rope	A man is climbing a rope	ENTAILMENT	1
A chubby faced boy is wearing sunglasses	Sunglasses are being worn by a boy	ENTAILMENT	1
Two dogs are in a kennel on their hind legs and are facing one another	Two cats are in a kennel on their hind legs and are facing one another	ENTAILMENT	1
Ferrets are climbing up a shelf	Ferrets are climbing down from a shelf	NEUTRAL	2
Nobody is playing with a toad	Someone is playing with a toad	CONTRADICTION	0
A dog is swimming in a lake and the sun is shining on him	The dog is swimming in a lake and the sun is shining on him	ENTAILMENT	1
A man is wearing a red jacket and standing beside a yellow canoe on some boulders with water in the background	A man in a red jacket is standing next to a yellow kayak on some rocks by the ocean	NEUTRAL	2
A man is rinsing a large steak	A person is rinsing a steak with water	NEUTRAL	2
A man is not playing keyboards	A man is riding a mechanical bull	NEUTRAL	2
Two dogs and two people are walking in a wood	Two women with dogs are walking on a forest path	NEUTRAL	2
The man is not riding a mechanical bull	The man is riding a mechanical bull	CONTRADICTION	0
A squirrel is running in circles	An animal is running tiredly in circles	NEUTRAL	2
One white dog and one black one are sitting side by side on the grass	A black and a white dog are joyfully running on the grass	NEUTRAL	2
The woman is dancing	The woman is not dancing	CONTRADICTION	0
A child is wearing a yellow jacket and is jumping down from a rock	A child is wearing a yellow jacket and is jumping on a rock	NEUTRAL	2
A black bird is taking flight from a dead tree	The black bird is sitting in a leafless tree	CONTRADICTION	0
A baby is crawling happily	A cat is walking on a hardwood floor	NEUTRAL	2
Four kids are doing backbends in the park	Four girls are doing backbends and playing outdoors	ENTAILMENT	1
The military officer is barking at the recruits	The military officer is not barking at the recruits	CONTRADICTION	0
The snowboarder is not jumping off a snow covered hill	The snowboarder is jumping off a snow covered hill	CONTRADICTION	0
A frog is being held carelessly by a man	A man is carelessly holding a frog	ENTAILMENT	1
A nude lady is walking in front of many people in body paint	A nude lady is walking in front of a crowd in body paint	ENTAILMENT	1
A man is drawing on a board	A man is drawing some figures	NEUTRAL	2
A fearful little boy is on a climbing wall	A fearful little boy is on the ground	NEUTRAL	2
A woman is peeling a potato	There is no woman slicing a tomato	NEUTRAL	2
There is no snowboarder doing a flip over a mound of snow	A snowboarder is doing a flip over a mound of snow	CONTRADICTION	0
A monkey is practicing martial arts	A person is kicking a monkey	NEUTRAL	2
A biker is riding away from a fence	A man is dancing on the road	NEUTRAL	2
A man is playing the guitar	The man isn't playing an acoustic guitar	NEUTRAL	2
A white bird is landing swiftly in the water	The white bird is landing swiftly in the water	ENTAILMENT	1
Some people and vehicles are on a almost empty street	Pedestrians and cars are moving through a traffic jam in a big city	NEUTRAL	2
The man and the boy are standing at the bottom of the stairs, which are outdoors	A man and a boy are standing at the bottom of some stairs, which are outdoors	ENTAILMENT	1
A dog, which is little and black, is chasing a little brown dog	A brown dog and a black dog are in the grass	NEUTRAL	2
A family is watching a little boy who is hitting a baseball	A child is hitting a baseball	ENTAILMENT	1
A man is dancing on a roof 	A person is dancing on a roof	ENTAILMENT	1
A child is smashing a snow ball	A kid in orange is playing outside with a snowball	NEUTRAL	2
A man is pointing at a silver sedan	A man is in a parking lot and is playing tennis against a large wall	NEUTRAL	2
Two people in two chairs are reading	Some people are sitting in lawn chairs and are reading books	NEUTRAL	2
A man is pointing at a car	A man is in a parking lot and is playing tennis against a large wall	NEUTRAL	2
A woman is wearing a colorful shirt and a lot of jewelry	A man is wearing a colorful shirt and a lot of jewelry	NEUTRAL	2
A black and white dog is holding a baseball in its mouth	A black and white dog is dropping a baseball from its mouth	NEUTRAL	2
Two men are playing ping pong	A few women are holding each other and dancing together	NEUTRAL	2
A man is slicing an onion	There is no man slicing an onion	CONTRADICTION	0
A boy is sitting in a seat	A toddler is sitting down	NEUTRAL	2
A woman is playing the violin	The violin is being played by a woman	ENTAILMENT	1
The man is playing a flute	A flute is being played by the man	ENTAILMENT	1
A person is unfolding a tortilla	A person is folding a tortilla	CONTRADICTION	0
The man with brown hair is wearing sunglasses and is sitting at a table with cans of soda and other drinks	A young man with brown hair and sunglasses is sitting in front of some cans of soda	NEUTRAL	2
A person is cutting some mushrooms	There is no person cutting some mushrooms	CONTRADICTION	0
A white horse is standing	A horse is standing	ENTAILMENT	1
A woman is driving a car and is animatedly talking to the man who is seated beside her	A woman is driving a car and is talking to the man who is seated beside her	ENTAILMENT	1
A black rally car is throwing mud into the air and is approaching a bend in the track	A white race car is driving through a puddle	NEUTRAL	2
A man is being roped before climbing	A man is climbing a rope	NEUTRAL	2
A woman is peppering green slices	The woman with a knife is slicing a pepper	NEUTRAL	2
The dog is running through the wet sand	The dog is moving through the wet sand	ENTAILMENT	1
There is no deer jumping fences	A deer is jumping over a fence	CONTRADICTION	0
The woman is cracking eggs into a bowl	The lady is cracking an egg into a bowl	ENTAILMENT	1
A woman is cutting meat	A woman is slicing some meat	ENTAILMENT	1
A man on a bicycle is riding on the beach	A man on a bike is riding on the shore	ENTAILMENT	1
A boy is playing a game with blocks made of wood	A boy in blue shirt is looking at his hand near a stack of blocks on table	NEUTRAL	2
A young child is splashing in the water	There is no young child splashing in the water	CONTRADICTION	0
A big cat is opening a plastic drawer with its paws and is jumping inside	A small cat is opening a plastic drawer with its paws and jumping inside	NEUTRAL	2
A man is breaking a wooden hand against a board	A man is breaking wooden boards with his hand	NEUTRAL	2
A woman in a white dress and a woman in a blue dress are standing on a stage	Two teenage girls are wearing fancy dresses at an event	NEUTRAL	2
There is no man putting some cheese on a pizza	The man is sprinkling cheese on the pizza	CONTRADICTION	0
Three teenage girls are dancing in the room	Three teenage girls are idling in the room	NEUTRAL	2
A woman is playing a flute	A woman is playing flute	ENTAILMENT	1
A man is sitting near a bike and is writing a note	There is no man writing a note near a bike	CONTRADICTION	0
A man is kicking a soccer ball	A man is running away from the soccer ball	NEUTRAL	2
A white dog is approaching a golden dog on pebbly beach	Two dogs are playing on a rocky beach	NEUTRAL	2
